Telugu_Word,Telugu_Index,Tamil_Word,Tamil_Index
తీసుకుని,1184.0,செய்கிறார்கள்,1184
తెలుసుకోవాలంటే,1185.0,மனிதர்கள்,1185
చూడవద్దు,1186.0,கூட்டுத்தொகை,1186
వార్తలు,1187.0,எப்போது,1187
సంవత్సరానికి,1188.0,கருத்துரைகள்,1188
దేనికోసం,1189.0,பிரிவுகள்,1189
ఎదురు,1190.0,மேலான,1190
చూస్తున్నావు,1191.0,சேமிப்பு,1191
డ్రీం,1192.0,பிளஸ்,1192
సూచించండి,1193.0,நட்பு,1193
నివేదించండి,1194.0,பரிமாற்றம்,1194
బ్లాగర్లు,1195.0,வாழ்வின்,1195
హెబ్రీయులు,1196.0,நொடியும்,1196
కనుగొనడంలో,1197.0,சேனல்,1197
లైటింగ్,1198.0,தேவையா,1198
కో,1199.0,அனுப்பு,1199
కంపెనీ,1200.0,குடும்ப……,1200
చిరునామా,1201.0,வாங்கும்,1201
ఇండస్ట్రియల్,1202.0,வேறு,1202
పార్క్,1203.0,விளையாட்டின்,1203
బావోయాన్,1204.0,விதிகள்,1204
షెన్జెన్,1205.0,துறையில்,1205
చైనా,1206.0,காண்கிறீர்கள்,1206
సమీప,1207.0,இரகசிய,1207
సహకార,1208.0,விளக்கினார்,1208
ఏర్పాటు,1209.0,தொலைபேசிகள்,1209
సంతకం,1210.0,நிலையில்,1210
చేసినట్లయితే,1211.0,உள்ளீர்கள்,1211
ముఖ్యమైన,1212.0,போக்கிற்கு,1212
సమాచారాన్ని,1213.0,போகவேண்டும்,1213
కనుగొనగలరు,1214.0,பாதுகாப்பானதா,1214
రింగ్,1215.0,பதிலளிப்போம்,1215
ఇవ్వలేరు,1216.0,பிச்சைக்காரன்,1216
అవసరాల,1217.0,மோதிரங்கள்,1217
మీద,1218.0,இப்பொழுது,1218
ఆధారపడి,1219.0,கற்பனை,1219
వేల,1220.0,செய்யுங்கள்,1220
సంవత్సరాల’,1221.0,வருடங்களுக்கும்,1221
వచ్చిన,1222.0,மேலாக,1222
ఖరీదైనది,1223.0,அனுபவம்,1223
డ్రాయింగ్,1224.0,தெரிய,1224
ఎత్తున,1225.0,நகரத்திற்கு,1225
ఉపసంహరించుకోవాలని,1226.0,அருகாமையில்,1226
ఇతరులను,1227.0,விசாரணைக்காக,1227
లేకుండా,1228.0,முகவரியையும்,1228
జీవించడానికి,1229.0,கொடுத்துவிட்டுச்,1229
చెయ్యవచ్చు,1230.0,நேரமும்,1230
